system_number,oxford_part_id,call_numbers,library_code,,,,titles_non_placeholder
990053618420205171,,arch. O.d.8/79,Oxford,,,,
990053618430205171,,arch. O.d.8/80,Oxford,,,,
990053618440205171,,arch. O.d.8/81,Oxford,,,,
990053618450205171,,arch. O.d.8/82,Oxford,,,,
990053618460205171,,arch. O.d.8/83,Oxford,,,,
990053618470205171,,arch. O.d.8/84,Oxford,,,,
990053618480205171,,arch. O.d.8/85,Oxford,,,,
990053618490205171,,arch. O.d.8/86,Oxford,,,,
990053618500205171,,arch. O.d.8/87,Oxford,,,,
990053618510205171,,arch. O.d.8/88,Oxford,,,,
990053618520205171,,arch. O.d.8/89,Oxford,,,,
990053618530205171,,arch. O.d.8/90,Oxford,,,,
990053618540205171,,arch. O.d.8/91,Oxford,,,,
990053618550205171,,arch. O.d.8/92,Oxford,,,,
990053618560205171,,arch. O.d.8/93,Oxford,,,,
990053618570205171,,arch. O.d.8/94,Oxford,,,,
990053618580205171,,arch. O.d.8/95,Oxford,,,,
990053618590205171,,arch. O.d.8/96,Oxford,,,,
990053618600205171,,arch. O.d.8/97,Oxford,,,,
990053618610205171,,arch. O.d.8/98,Oxford,,,,
990053618620205171,,arch. O.d.8/99,Oxford,,,,
990053618630205171,,arch. O.d.8/100,Oxford,,,,
990053618700205171,,MS heb. b.10/50,Oxford,,,,הלכות גדולות
990053618810205171,,MS heb. b.13/1,Oxford,,,,
990053619230205171,,MS heb. c.10/2,Oxford,,,,
990053619300205171,,MS heb. c.16/14(bis),Oxford,,,,"הלכות הרי""ף"
990053620170205171,,MS heb. c.23/18,Oxford,,,,פירוש רבנו חננאל לתלמוד
990053622610205171,,MS heb. d.32/46,Oxford,,,,משנה תורה
990053622680205171,,MS heb. d.32/53,Oxford,,,,משנה תורה
990053623850205171,,MS heb. d.34/87,Oxford,,,,
990053623860205171,,MS heb. d.34/88,Oxford,,,,
990053624570205171,,MS heb. d.36/23,Oxford,,,,"כתאב אלשראיע [רס""ג]"
990053624580205171,,MS heb. d.36/24,Oxford,,,,"כתאב אלשראיע [רס""ג]"
990053624690205171,,MS heb. d.43/1,Oxford,,,,
990053624750205171,,MS heb. d.43/27,Oxford,,,,
990053625590205171,,MS heb. d.46/38,Oxford,,,,פירוש רבנו חננאל לתלמוד
990053626080205171,,MS heb. d.47/46,Oxford,,,,"כתאב אלשראיע [רס""ג]"
990053626840205171,,MS heb. d.54/70,Oxford,,,,
990053626850205171,,MS heb. d.54/71,Oxford,,,,
990053627020205171,,MS heb. d.54/88,Oxford,,,,
990053627030205171,,MS heb. d.54/89,Oxford,,,,
990053627040205171,,MS heb. d.54/90,Oxford,,,,
990053627050205171,,MS heb. d.54/91,Oxford,,,,
990053627510205171,,MS heb. d.58/29,Oxford,,,,
990053627520205171,,MS heb. d.58/30,Oxford,,,,
990053628540205171,,MS heb. d.62/76,Oxford,,,,
990053628800205171,,MS heb. d.63/39,Oxford,,,,
990053629870205171,,MS heb. d.73/12,Oxford,,,,תרגום יונתן
990053629950205171,,MS heb. d.75/15,Oxford,,,,
990053630100205171,,MS heb. d.76/26,Oxford,,,,משנה [טקסט]
990053630160205171,,MS heb. d.76/33,Oxford,,,,
990053630190205171,,MS heb. d.78/1,Oxford,,,,
990053630200205171,,MS heb. d.78/2,Oxford,,,,
990053630210205171,,MS heb. d.78/3,Oxford,,,,
990053630400205171,,MS heb. d.78/22,Oxford,,,,
990053630470205171,,MS heb. d.78/29,Oxford,,,,"פירוש רש""י לתלמוד"
990053630480205171,,MS heb. d.78/30,Oxford,,,,"פירוש רש""י לתלמוד"
990053630660205171,,MS heb. d.80/40,Oxford,,,,
990053631980205171,,MS heb. e.45/65,Oxford,,,,"כתאב אלשראיע [רס""ג]"
990053633180205171,,MS heb. e.73/77,Oxford,,,,
990053633360205171,,MS heb. e.74/80,Oxford,,,,
990053633660205171,,MS heb. e.75/2,Oxford,,,,
990053635010205171,,MS heb. e.100/14,Oxford,,,,"הלכות הרי""ף"
990053635950205171,,MS heb. e.108/55,Oxford,,,,פירוש רבנו חננאל לתלמוד
990053638040205171,,MS heb. f.108/40,Oxford,,,,
990053638060205171,,OR 2398,BL,,,,
990053638070205171,,OR 2399,BL,,,,פירוש יפת למקרא
990053638080205171,,OR 2400,BL,,,,פירוש יפת למקרא
990053638100205171,,OR 2401,BL,,,,פירוש יפת למקרא
990053638110205171,,OR 2402,BL,,,,פירוש יפת למקרא
990053638120205171,,OR 2403,BL,,,,
990053638130205171,,OR 2404,BL,,,,פירוש יפת למקרא
990053638140205171,,OR 2405,BL,,,,כתאב אלמרשד [שמואל בן משה המערבי]
990053638150205171,,OR 2406,BL,,,,כתאב אלמרשד [שמואל בן משה המערבי]
990053638160205171,,OR 2461,BL,,,,פירוש יפת למקרא
990053638170205171,,OR 2462,BL,,,,פירוש יפת למקרא
990053638180205171,,OR 2463,BL,,,,פירוש יפת למקרא
990053638190205171,,OR 2464,BL,,,,פירוש יפת למקרא
990053638200205171,,OR 2465,BL,,,,פירוש יפת למקרא
990053638210205171,,OR 2466,BL,,,,פירוש יפת למקרא
990053638220205171,,OR 2467,BL,,,,פירוש יפת למקרא
990053638230205171,,OR 2468,BL,,,,
990053638240205171,,OR 2469,BL,,,,פירוש יפת למקרא
990053638250205171,,OR 2470,BL,,,,פירוש יפת למקרא
990053638260205171,,OR 2471,BL,,,,פירוש יפת למקרא
990053638270205171,,OR 2472,BL,,,,פירוש יפת למקרא
990053638280205171,,OR 2473,BL,,,,פירוש יפת למקרא
990053638290205171,,OR 2474,BL,,,,פירוש יפת למקרא
990053638300205171,,OR 2475,BL,,,,פירוש יפת למקרא
990053638310205171,,OR 2476,BL,,,,פירוש יפת למקרא
990053638320205171,,OR 2477,BL,,,,פירוש יפת למקרא
990053638330205171,,OR 2478,BL,,,,פירוש יפת למקרא
990053638350205171,,OR 2479,BL,,,,פירוש יפת למקרא
990053638370205171,,OR 2480,BL,,,,פירוש יפת למקרא
990053638420205171,,OR 2485,BL,,,,
990053638440205171,,OR 2486,BL,,,,
990053638460205171,,OR 2487,BL,,,,
990053638470205171,,OR 2488,BL,,,,
990053638480205171,,OR 2489,BL,,,,
990053638490205171,,OR 2490,BL,,,,
990053638500205171,,OR 2492,BL,,,,
990053638510205171,,OR 2493,BL,,,,
990053638520205171,,OR 2494,BL,,,,אלתפסיר אלמבסוט לספר ויקרא
990053638530205171,,OR 2495,BL,,,,
990053638540205171,,OR 2496,BL,,,,
990053638550205171,,OR 2497,BL,,,,ג'ואבאת אלמסאיל פי אלערוות
990053638560205171,,OR 2499,BL,,,,פירוש יפת למקרא
990053638570205171,,OR 2501,BL,,,,פירוש יפת למקרא
990053638580205171,,OR 2502,BL,,,,פירוש יפת למקרא
990053638590205171,,OR 2505,BL,,,,פירוש יפת למקרא
990053638600205171,,OR 2506,BL,,,,פירוש יפת למקרא
990053638610205171,,OR 2507,BL,,,,פירוש יפת למקרא
990053638620205171,,OR 2509,BL,,,,פירוש יפת למקרא
990053638630205171,,OR 2510,BL,,,,פירוש יפת למקרא
990053638640205171,,OR 2511,BL,,,,פירוש יפת למקרא
990053638650205171,,OR 2512,BL,,,,פירוש יפת למקרא
990053638660205171,,OR 2513,BL,,,,פירוש יפת למקרא
990053638670205171,,OR 2514,BL,,,,פירוש יפת למקרא
990053638680205171,,OR 2515,BL,,,,פירוש סלמון בן ירוחם למקרא
990053638690205171,,OR 2516,BL,,,,פירוש סלמון בן ירוחם למקרא
990053638700205171,,OR 2517,BL,,,,פירוש סלמון בן ירוחם למקרא
990053638710205171,,OR 2518,BL,,,,פירוש יפת למקרא
990053638720205171,,OR 2521,BL,,,,פירוש תהלים
990053638730205171,,OR 2524,BL,,,,כתאב אלאנואר ואלמראקב
990053638740205171,,OR 2525,BL,,,,כתאב אלאנואר ואלמראקב
990053638750205171,,OR 2529,BL,,,,כתאב אלמחיט באלתכליף
990053638760205171,,OR 2537,BL,,,,
990053638770205171,,OR 2547,BL,,,,
990053638780205171,,OR 2548,BL,,,,
990053638790205171,,OR 2549,BL,,,,
990053638800205171,,OR 2550,BL,,,,
990053638810205171,,OR 2551,BL,,,,
990053638820205171,,OR 2552,BL,,,,
990053638830205171,,OR 2553,BL,,,,
990053638840205171,,OR 2554,BL,,,,
990053638850205171,,OR 2556,BL,,,,
990053638860205171,,OR 2557,BL,,,,פירוש דניאל
990053638870205171,,OR 2559,BL,,,,
990053638880205171,,OR 2560,BL,,,,
990053638890205171,,OR 2561,BL,,,,כתאב אלמשתמל עלי אלאצול ואלפצול פי אללגה אלעבראניה
990053638900205171,,OR 2562,BL,,,,
990053638910205171,,OR 2563,BL,,,,
990053638920205171,,OR 2565,BL,,,,פירוש תהלים
990053638930205171,,OR 2568,BL,,,,כתאב אלתמייז [יוסף אלבציר]
990053638950205171,,OR 2570,BL,,,,שאלות ותשובות [יוסף בן אברהם הרואה (אלבציר)]
990053638960205171,,OR 2572,BL,,,,
990053638970205171,,OR 2576,BL,,,,כתאב אלאסתבצאר
990053638980205171,,OR 2578,BL,,,,כתאב אלאנואר ואלמראקב
990053638990205171,,OR 2579,BL,,,,כתאב אלאנואר ואלמראקב
990053639000205171,,OR 2580,BL,,,,כתאב אלאנואר ואלמראקב
990053639010205171,,OR 2585,BL,,,,
990053639020205171,,OR 2586,BL,,,,
990053639030205171,,OR 2588,BL,,,,
990053639040205171,,OR 2590,BL,,,,אמרי נואש
990053639060205171,,OR 2594,BL,,,,
990053639070205171,,OR 2595,BL,,,,כתאב אללמע
990053639080205171,,OR 2596,BL,,,,
990053639110205171,,OR 2602,BL,,,,
990053639770205171,,OR 5536.4,BL,,,,
990053641160205171,,OR 5557O.12,BL,,,,כתאב ג'אמע אלצלואת ואלתסאביח
990053641200205171,,OR 5558A.10,BL,,,,
990053642030205171,,OR 5558D.16,BL,,,,
990053642040205171,,OR 5558D.17,BL,,,,
990053642060205171,,OR 5558D.19,BL,,,,
990053642080205171,,OR 5558D.21,BL,,,,
990053642120205171,,OR 5558D.25,BL,,,,
990053642140205171,,OR 5558D.27,BL,,,,
990053642160205171,,OR 5558D.29,BL,,,,
990053642290205171,,OR 5558E.10,BL,,,,משנה תורה
990053643410205171,,OR 5558J.3,BL,,,,משנה [טקסט]
990053646510205171,,OR 5559C.46,BL,,,,תרגום יונתן
990053648910205171,,OR 5563F.9,BL,,,,
990053648920205171,,OR 5563F.10,BL,,,,
990053650360205171,,OR 10126(1).21,BL,,,,כתאב ג'אמע אלצלואת ואלתסאביח
990053650370205171,,OR 10126(2).9,BL,,,,
990053650380205171,,OR 10126(2).11,BL,,,,מדרש דוד הנגיד
990053650390205171,,OR 10126(2).12,BL,,,,מדרש דוד הנגיד
990053650400205171,,OR 10126(2).15,BL,,,,מדרש דוד הנגיד
990053650410205171,,OR 10126(2).16,BL,,,,מדרש דוד הנגיד
990053650420205171,,OR 10126(3).11,BL,,,,
990053650430205171,,OR 10126(3).12,BL,,,,
990053650720205171,,OR 10429.1,BL,,,,
990053650730205171,,OR 10429.2,BL,,,,
990053650740205171,,OR 10429.3,BL,,,,
990053650750205171,,OR 10429.4,BL,,,,
990053650760205171,,OR 10429.5,BL,,,,
990053650770205171,,OR 10429.6,BL,,,,
990053650780205171,,OR 10429.7,BL,,,,
990053650790205171,,OR 10429.8,BL,,,,
990053650800205171,,OR 10429.9,BL,,,,
990053650810205171,,OR 10429.10,BL,,,,
990053650840205171,,OR 10429.13,BL,,,,משנה [טקסט]
990053650870205171,,OR 10429.16,BL,,,,
990053651130205171,,OR 10578A.8,BL,,,,משנה [טקסט]
990053651150205171,,OR 10578A.18,BL,,,,מקרא [טקסט]
990053651160205171,,OR 10578A.24,BL,,,,"הלכות הרי""ף"
990053651200205171,,OR 10578A.37,BL,,,,
990053651210205171,,OR 10578A.38,BL,,,,"הלכות הרי""ף"
990053651410205171,,OR 10578C.27,BL,,,,הלכות גדולות
990053651770205171,,OR 10578M.10,BL,,,,
990053651930205171,,OR 10578P.21,BL,,,,מלחמות השם
990053652010205171,,OR 10578S.1,BL,,,,
990053652040205171,,OR 10578S.43,BL,,,,
990053655160205171,,OR 12274.4,BL,,,,
990053655470205171,,OR 12317.7,BL,,,,
990053655480205171,,OR 12317.8,BL,,,,
990053655490205171,,OR 12317.9,BL,,,,
990053655500205171,,OR 12317.10,BL,,,,
990053655940205171,,GASTER 920.8,BL,,,,
990053655950205171,,GASTER 920.7,BL,,,,
990053655960205171,,GASTER 920.9,BL,,,,
990053655970205171,,GASTER 920.3,BL,,,,
990053655980205171,,GASTER 920.14,BL,,,,
990053655990205171,,GASTER 920.1,BL,,,,
990053656000205171,,GASTER 920.13,BL,,,,
990053656010205171,,GASTER 920.12,BL,,,,
990053656020205171,,GASTER 920.11,BL,,,,
990053656030205171,,GASTER 920.6,BL,,,,
990053656040205171,,GASTER 920.4,BL,,,,
990053656050205171,,GASTER 920.10,BL,,,,
990053656060205171,,GASTER 920.2,BL,,,,
990053656070205171,,GASTER 920.5,BL,,,,
990053656080205171,,GASTER 951.4,BL,,,,
990053656090205171,,GASTER 951.3,BL,,,,
990053656100205171,,GASTER 951.2,BL,,,,
990053656110205171,,GASTER 951.1,BL,,,,
990053656120205171,,GASTER 953.5,BL,,,,
990053656130205171,,GASTER 953.4,BL,,,,
990053656140205171,,GASTER 953.3,BL,,,,
990053656150205171,,GASTER 953.2,BL,,,,
990053656160205171,,GASTER 953.6,BL,,,,
990053656170205171,,GASTER 953.8,BL,,,,
990053656180205171,,GASTER 953.1,BL,,,,
990053656190205171,,GASTER 953.7,BL,,,,
990053656200205171,,GASTER 1201.12,BL,,,,
990053656210205171,,GASTER 1201.4,BL,,,,
990053656220205171,,GASTER 1201.10,BL,,,,
990053656230205171,,GASTER 1201.11,BL,,,,
990053656240205171,,GASTER 1235.17,BL,,,,
990053656250205171,,GASTER 1235.15,BL,,,,
990053656260205171,,GASTER 1235.14,BL,,,,
990053656270205171,,GASTER 1235.13,BL,,,,
990053656280205171,,GASTER 1235.10,BL,,,,
990053656290205171,,GASTER 1235.11,BL,,,,
990053656300205171,,GASTER 1235.12,BL,,,,
990053656310205171,,GASTER 1235.16,BL,,,,
990053656320205171,,GASTER 1237.25,BL,,,,
990053656330205171,,GASTER 1237.30,BL,,,,
990053656340205171,,GASTER 1245 (1236?).37,BL,,,,
990053656350205171,,GASTER 1245 (1236?).13,BL,,,,
990053656360205171,,GASTER 1245 (1236?).12,BL,,,,
990053656370205171,,GASTER 1245 (1236?).11,BL,,,,
990053656380205171,,GASTER 1245 (1236?).16,BL,,,,
990053656390205171,,GASTER 1245 (1236?).9,BL,,,,
990053656400205171,,GASTER 1245 (1236?).15,BL,,,,
990053656410205171,,GASTER 1245 (1236?).14,BL,,,,
990053656420205171,,GASTER 1245 (1236?).38,BL,,,,
990053656430205171,,GASTER 1245 (1236?).10,BL,,,,
990053656440205171,,GASTER 1245 (1236?).33,BL,,,,
990053656450205171,,GASTER 1263.15,BL,,,,
990053656460205171,,GASTER 1263.3,BL,,,,
990053656470205171,,GASTER 1263.7,BL,,,,
990053656480205171,,GASTER 1263.14,BL,,,,
990053656490205171,,GASTER 1263.9,BL,,,,
990053656500205171,,GASTER 1263.4,BL,,,,
990053656510205171,,GASTER 1263.5,BL,,,,
990053656520205171,,GASTER 1263.10,BL,,,,
990053656530205171,,GASTER 1263.6,BL,,,,
990053656540205171,,GASTER 1263.8,BL,,,,
990053656550205171,,GASTER 1264.7,BL,,,,
990053656560205171,,GASTER 1264.6,BL,,,,
990053656570205171,,GASTER 1264.8,BL,,,,
990053656580205171,,GASTER 1265.24,BL,,,,
990053656590205171,,GASTER 1265.12,BL,,,,
990053656600205171,,GASTER 1265.8,BL,,,,
990053656610205171,,GASTER 1265.6,BL,,,,
990053656620205171,,GASTER 1265.15,BL,,,,
990053656630205171,,GASTER 1265.7,BL,,,,
990053656640205171,,GASTER 1265.18,BL,,,,
990053656650205171,,GASTER 1265.22,BL,,,,
990053656660205171,,GASTER 1265.30,BL,,,,
990053656670205171,,GASTER 1265.23,BL,,,,
990053656680205171,,GASTER 1266.17,BL,,,,
990053656690205171,,GASTER 1266.19,BL,,,,
990053656700205171,,GASTER 1266.4,BL,,,,
990053656710205171,,GASTER 1266.20,BL,,,,
990053656720205171,,GASTER 1266.2,BL,,,,
990053656730205171,,GASTER 1266.3,BL,,,,
990053656740205171,,GASTER 1266.1,BL,,,,
990053656750205171,,GASTER 1269.1,BL,,,,
990053656760205171,,GASTER 1269.2,BL,,,,
990053656770205171,,GASTER 1269.4,BL,,,,
990053656780205171,,GASTER 1269.3,BL,,,,
990053656790205171,,GASTER 1270.4,BL,,,,
990053656800205171,,GASTER 1272.1,BL,,,,
990053656810205171,,GASTER 1272.22,BL,,,,
990053656820205171,,GASTER 1272.10,BL,,,,
990053656830205171,,GASTER 1272.6,BL,,,,
990053656840205171,,GASTER 1272.14,BL,,,,
990053656850205171,,GASTER 1272.12,BL,,,,
990053656860205171,,GASTER 1272.15,BL,,,,
990053656870205171,,GASTER 1272.13,BL,,,,
990053656880205171,,GASTER 1272.2,BL,,,,
990053656890205171,,GASTER 1272.9,BL,,,,
990053656900205171,,GASTER 1272.8,BL,,,,
990053656910205171,,GASTER 1272.7,BL,,,,
990053656920205171,,GASTER 1273.4,BL,,,,
990053656930205171,,GASTER 1273.17,BL,,,,
990053656940205171,,GASTER 1273.3,BL,,,,
990053656950205171,,GASTER 1273.24,BL,,,,
990053656960205171,,GASTER 1273.18,BL,,,,
990053656970205171,,GASTER 1273.16,BL,,,,
990053656980205171,,GASTER 1273.6,BL,,,,
990053656990205171,,GASTER 1275.3,BL,,,,
990053657000205171,,GASTER 1275.2,BL,,,,
990053657010205171,,GASTER 1275.1,BL,,,,
990053657020205171,,GASTER 1275.5,BL,,,,
990053657030205171,,GASTER 1275.4,BL,,,,
990053657040205171,,GASTER 1275.6,BL,,,,
990053657050205171,,GASTER 1276.12,BL,,,,
990053657060205171,,GASTER 1280.8,BL,,,,
990053657070205171,,GASTER 1284.4,BL,,,,
990053657080205171,,GASTER 1284.3,BL,,,,
990053657090205171,,GASTER 1284.6,BL,,,,
990053657100205171,,GASTER 1284.7,BL,,,,
990053657110205171,,GASTER 1284.16,BL,,,,
990053657120205171,,GASTER 1284.8,BL,,,,
990053657130205171,,GASTER 1284.9,BL,,,,
990053657140205171,,GASTER 1284.2,BL,,,,
990053657150205171,,GASTER 1284.5,BL,,,,
990053657160205171,,GASTER 1284.11,BL,,,,
990053657170205171,,GASTER 1284.12,BL,,,,
990053657180205171,,GASTER 1284.14,BL,,,,
990053657190205171,,GASTER 1284.13,BL,,,,
990053657200205171,,GASTER 1284.1,BL,,,,
990053657210205171,,GASTER 1284.15,BL,,,,
990053657220205171,,GASTER 1284.10,BL,,,,
990053657230205171,,GASTER 1288.1,BL,,,,
990053657240205171,,GASTER 1300.8,BL,,,,
990053657250205171,,GASTER 1300.17,BL,,,,
990053657260205171,,GASTER 1300.7,BL,,,,
990053657270205171,,GASTER 1300.16,BL,,,,
990053657280205171,,GASTER 1301.2,BL,,,,
990053657290205171,,GASTER 1301.3,BL,,,,
990053657300205171,,GASTER 1301.14,BL,,,,
990053657310205171,,GASTER 1301.10,BL,,,,
990053657320205171,,GASTER 1301.8,BL,,,,
990053657330205171,,GASTER 1301.5,BL,,,,
990053657340205171,,GASTER 1301.29,BL,,,,
990053657350205171,,GASTER 1301.4/9,BL,,,,
990053657360205171,,GASTER 1301.12,BL,,,,
990053657370205171,,GASTER 1301.18,BL,,,,
990053657380205171,,GASTER 1301.20,BL,,,,
990053657390205171,,GASTER 1301.4,BL,,,,
990053657400205171,,GASTER 1301.6,BL,,,,
990053657410205171,,GASTER 1301.1,BL,,,,
990053657420205171,,GASTER 1301.9,BL,,,,
990053657430205171,,GASTER 1301.4/1,BL,,,,
990053657440205171,,GASTER 1301.7,BL,,,,
990053657450205171,,GASTER 1301.4/8,BL,,,,
990053657460205171,,GASTER 1301.4/7,BL,,,,
990053657470205171,,GASTER 1301.27,BL,,,,
990053657480205171,,GASTER 1301.19,BL,,,,
990053657490205171,,GASTER 1301.4/10,BL,,,,
990053657500205171,,GASTER 1301.4/3,BL,,,,
990053657510205171,,GASTER 1301.4/2,BL,,,,
990053657520205171,,GASTER 1301.23,BL,,,,
990053657530205171,,GASTER 1302.2,BL,,,,
990053657540205171,,GASTER 1302.1,BL,,,,
990053657550205171,,GASTER 1302.6,BL,,,,
990053657560205171,,GASTER 1302.10,BL,,,,
990053657570205171,,GASTER 1302.4,BL,,,,
990053657580205171,,GASTER 1302.5,BL,,,,
990053657590205171,,GASTER 1302.7,BL,,,,
990053657600205171,,GASTER 1302.8,BL,,,,
990053657610205171,,GASTER 1302.9,BL,,,,
990053657620205171,,GASTER 1302.11,BL,,,,
990053657630205171,,GASTER 1302.3,BL,,,,
990053657640205171,,GASTER 1304.2,BL,,,,
990053657650205171,,GASTER 1304.4,BL,,,,
990053657660205171,,GASTER 1304.18,BL,,,,
990053657670205171,,GASTER 1304.17,BL,,,,
990053657680205171,,GASTER 1304.3,BL,,,,
990053657690205171,,GASTER 1304.15,BL,,,,
990053657700205171,,GASTER 1304.14,BL,,,,
990053657710205171,,GASTER 1304.13,BL,,,,
990053657720205171,,GASTER 1304.10,BL,,,,
990053657730205171,,GASTER 1304.12,BL,,,,
990053657740205171,,GASTER 1304.9,BL,,,,
990053657750205171,,GASTER 1304.8,BL,,,,
990053657760205171,,GASTER 1304.7,BL,,,,
990053657770205171,,GASTER 1304.11,BL,,,,
990053657780205171,,GASTER 1304.6,BL,,,,
990053657790205171,,GASTER 1304.5,BL,,,,
990053657800205171,,GASTER 1305.7,BL,,,,
990053657810205171,,GASTER 1305.2,BL,,,,
990053657820205171,,GASTER 1305.6,BL,,,,
990053657830205171,,GASTER 1305.5,BL,,,,
990053657840205171,,GASTER 1305.4,BL,,,,
990053657850205171,,GASTER 1305.3,BL,,,,
990053657860205171,,GASTER 1305.8,BL,,,,
990053657870205171,,GASTER 1305.1,BL,,,,
990053657880205171,,GASTER 1306.10,BL,,,,
990053657890205171,,GASTER 1306.7,BL,,,,
990053657900205171,,GASTER 1306.13,BL,,,,
990053657910205171,,GASTER 1306.8,BL,,,,
990053657920205171,,GASTER 1306.9,BL,,,,
990053657930205171,,GASTER 1306.14,BL,,,,
990053657940205171,,GASTER 1307.31,BL,,,,
990053657950205171,,GASTER 1307.30,BL,,,,
990053657960205171,,GASTER 1307.29,BL,,,,
990053657970205171,,GASTER 1307.28,BL,,,,
990053657980205171,,GASTER 1307.25,BL,,,,
990053657990205171,,GASTER 1307.24,BL,,,,
990053658000205171,,GASTER 1307.23,BL,,,,
990053658010205171,,GASTER 1307.22,BL,,,,
990053658020205171,,GASTER 1307.19,BL,,,,
990053658030205171,,GASTER 1307.26,BL,,,,
990053658040205171,,GASTER 1307.27,BL,,,,
990053658050205171,,GASTER 1307.21,BL,,,,
990053658060205171,,GASTER 1307.15,BL,,,,
990053658070205171,,GASTER 1307.17,BL,,,,
990053658080205171,,GASTER 1307.18,BL,,,,
990053658090205171,,GASTER 1311.12,BL,,,,
990053658100205171,,GASTER 1311.10,BL,,,,
990053658110205171,,GASTER 1311.11,BL,,,,
990053658120205171,,GASTER 1311.18,BL,,,,
990053658130205171,,GASTER 1311.13,BL,,,,
990053658140205171,,GASTER 1311.3,BL,,,,
990053658150205171,,GASTER 1311.1,BL,,,,
990053658160205171,,GASTER 1311.8,BL,,,,
990053658170205171,,GASTER 1311.2,BL,,,,
990053658180205171,,GASTER 1311.22,BL,,,,
990053658190205171,,GASTER 1311.4,BL,,,,
990053658200205171,,GASTER 1311.15,BL,,,,
990053658210205171,,GASTER 1311.19,BL,,,,
990053658220205171,,GASTER 1311.6,BL,,,,
990053658230205171,,GASTER 1311.21,BL,,,,
990053658240205171,,GASTER 1311.14,BL,,,,
990053658250205171,,GASTER 1311.17,BL,,,,
990053658260205171,,GASTER 1311.16,BL,,,,
990053658270205171,,GASTER 1311.9,BL,,,,
990053658280205171,,GASTER 1311.5,BL,,,,
990053658290205171,,GASTER 1311.7,BL,,,,
990053658300205171,,GASTER 1311.20,BL,,,,
990053658310205171,,GASTER 1314.13,BL,,,,
990053658320205171,,GASTER 1316.1,BL,,,,
990053658330205171,,GASTER 1316.6,BL,,,,
990053658340205171,,GASTER 1316.2,BL,,,,
990053658350205171,,GASTER 1316.4,BL,,,,
990053658360205171,,GASTER 1316.5,BL,,,,
990053658370205171,,GASTER 1316.3,BL,,,,
990053658380205171,,GASTER 1317.1,BL,,,,
990053658390205171,,GASTER 1317.4,BL,,,,
990053658400205171,,GASTER 1317.14,BL,,,,
990053658410205171,,GASTER 1317.18,BL,,,,
990053658420205171,,GASTER 1317.12,BL,,,,
990053658430205171,,GASTER 1317.20,BL,,,,
990053658440205171,,GASTER 1317.5,BL,,,,
990053658450205171,,GASTER 1317.17,BL,,,,
990053658460205171,,GASTER 1317.16,BL,,,,
990053658470205171,,GASTER 1317.15,BL,,,,
990053658480205171,,GASTER 1317.11,BL,,,,
990053658490205171,,GASTER 1317.10,BL,,,,
990053658500205171,,GASTER 1317.9,BL,,,,
990053658510205171,,GASTER 1317.8,BL,,,,
990053658520205171,,GASTER 1317.6,BL,,,,
990053658530205171,,GASTER 1317.13,BL,,,,
990053658540205171,,GASTER 1317.19,BL,,,,
990053658550205171,,GASTER 1317.3,BL,,,,
990053658560205171,,GASTER 1317.2,BL,,,,
990053658570205171,,GASTER 1317.7,BL,,,,
990053658580205171,,GASTER 1320.15,BL,,,,
990053658590205171,,GASTER 1320.9,BL,,,,
990053658600205171,,GASTER 1320.8,BL,,,,
990053658610205171,,GASTER 1320.7,BL,,,,
990053658620205171,,GASTER 1320.6,BL,,,,
990053658630205171,,GASTER 1320.5,BL,,,,
990053658640205171,,GASTER 1320.1,BL,,,,
990053658650205171,,GASTER 1320.2,BL,,,,
990053658660205171,,GASTER 1320.3,BL,,,,
990053658670205171,,GASTER 1320.17,BL,,,,
990053658680205171,,GASTER 1320.20,BL,,,,
990053658690205171,,GASTER 1320.19,BL,,,,
990053658700205171,,GASTER 1320.18,BL,,,,
990053658710205171,,GASTER 1320.16,BL,,,,
990053658720205171,,GASTER 1320.13,BL,,,,
990053658730205171,,GASTER 1320.12,BL,,,,
990053658740205171,,GASTER 1320.4,BL,,,,
990053658750205171,,GASTER 1320.11,BL,,,,
990053658760205171,,GASTER 1320.10,BL,,,,
990053658770205171,,GASTER 1320.14,BL,,,,
990053658780205171,,GASTER 1322.5,BL,,,,
990053658790205171,,GASTER 1322.1,BL,,,,
990053658800205171,,GASTER 1322.2,BL,,,,
990053658810205171,,GASTER 1322.3,BL,,,,
990053658820205171,,GASTER 1322.4,BL,,,,
990053658830205171,,GASTER 1322.8,BL,,,,
990053658840205171,,GASTER 1322.6,BL,,,,
990053658850205171,,GASTER 1322.7,BL,,,,
990053658860205171,,GASTER 1323.9,BL,,,,
990053658870205171,,GASTER 1323.10,BL,,,,
990053658880205171,,GASTER 1323.36,BL,,,,
990053658890205171,,GASTER 1323.32,BL,,,,
990053658900205171,,GASTER 1323.33,BL,,,,
990053658910205171,,GASTER 1323.26,BL,,,,
990053658920205171,,GASTER 1323.35,BL,,,,
990053658930205171,,GASTER 1323.34,BL,,,,
990053658940205171,,GASTER 1323.31,BL,,,,
990053658950205171,,GASTER 1323.25,BL,,,,
990053658960205171,,GASTER 1327.3,BL,,,,
990053658970205171,,GASTER 1327.7,BL,,,,
990053658980205171,,GASTER 1327.21,BL,,,,
990053658990205171,,GASTER 1327.5,BL,,,,
990053659000205171,,GASTER 1327.4,BL,,,,
990053659010205171,,GASTER 1327.8,BL,,,,
990053659020205171,,GASTER 1327.9,BL,,,,
